t,lower,upper
1.101000E2,,
1.102000E2,,
1.103000E2,,
1.104000E2,,
1.105000E2,,
1.106000E2,,
1.107000E2,,
1.108000E2,,
1.109000E2,,
1.110000E2,-3.181087E-2,-1.114736E-1
1.111000E2,,
1.112000E2,,
1.113000E2,,
1.114000E2,,
1.115000E2,,
1.116000E2,,
1.117000E2,,
1.118000E2,,
1.119000E2,,
1.120000E2,-3.186068E-2,-1.113771E-1
1.121000E2,,
1.122000E2,,
1.123000E2,,
1.124000E2,,
1.125000E2,,
1.126000E2,,
1.127000E2,,
1.128000E2,,
1.129000E2,,
1.130000E2,-3.189599E-2,-1.112672E-1
1.131000E2,,
1.132000E2,,
1.133000E2,,
1.134000E2,,
1.135000E2,,
1.136000E2,,
1.137000E2,,
1.138000E2,,
1.139000E2,,
1.140000E2,-3.208007E-2,-1.110590E-1
1.141000E2,,
1.142000E2,,
1.143000E2,,
1.144000E2,,
1.145000E2,,
1.146000E2,,
1.147000E2,,
1.148000E2,,
1.149000E2,,
1.150000E2,-3.229061E-2,-1.108223E-1
1.151000E2,,
1.152000E2,,
1.153000E2,,
1.154000E2,,
1.155000E2,,
1.156000E2,,
1.157000E2,,
1.158000E2,,
1.159000E2,,
1.160000E2,-3.232661E-2,-1.107146E-1
1.161000E2,,
1.162000E2,,
1.163000E2,,
1.164000E2,,
1.165000E2,,
1.166000E2,,
1.167000E2,,
1.168000E2,,
1.169000E2,,
1.170000E2,-3.238641E-2,-1.105662E-1
1.171000E2,,
1.172000E2,,
1.173000E2,,
1.174000E2,,
1.175000E2,,
1.176000E2,,
1.177000E2,,
1.178000E2,,
1.179000E2,,
1.180000E2,-3.253140E-2,-1.103881E-1
1.181000E2,,
1.182000E2,,
1.183000E2,,
1.184000E2,,
1.185000E2,,
1.186000E2,,
1.187000E2,,
1.188000E2,,
1.189000E2,,
1.190000E2,-3.262393E-2,-1.101759E-1
1.191000E2,,
1.192000E2,,
1.193000E2,,
1.194000E2,,
1.195000E2,,
1.196000E2,,
1.197000E2,,
1.198000E2,,
1.199000E2,,
1.200000E2,-3.272378E-2,-1.100668E-1
1.201000E2,,
