
t,lower y,upper y
266.300,-363.6,-333.7
266.400,-363.6,-333.9
266.500,-363.6,-333.8
266.600,-363.7,-333.8
266.700,-363.7,-334.0
266.800,-363.8,-334.7
266.900,-363.7,-334.7
267.000,-363.7,-334.7
267.100,-363.7,-334.8
267.200,-363.7,-334.7
267.300,-363.7,-334.7
267.400,-363.8,-334.7
267.500,-363.8,-334.8
267.600,-363.7,-334.8
267.700,-363.7,-334.7
267.800,-363.7,-334.7
267.900,-363.7,-334.8
268.000,-363.8,-334.7
268.100,-363.7,-334.7
268.200,-363.8,-334.8
268.300,-363.8,-334.7
268.400,-363.7,-334.7
268.500,-363.8,-334.7
268.600,-363.5,-334.7
268.700,-363.8,-334.7
268.800,-363.8,-334.8
268.900,-363.8,-334.7
269.000,-363.5,-334.7
269.100,-363.9,-334.7
269.200,-363.9,-334.8
269.300,-363.8,-334.7
269.400,-363.8,-334.8
269.500,-363.5,-334.7
269.600,-363.5,-334.8
269.700,-363.8,-334.8
269.800,-363.8,-334.8
269.900,-363.8,-334.7
270.000,-363.6,-334.8
270.100,-363.8,-334.7
270.200,-363.8,-334.8
270.300,-363.7,-334.7
270.400,-363.7,-334.7
270.500,-363.9,-334.8
270.600,-363.8,-334.8
270.700,-363.6,-334.8
270.800,-363.6,-334.8
270.900,-363.5,-334.7
271.000,-363.8,-334.8
271.100,-363.5,-334.8
271.200,-363.5,-334.8
271.300,-363.5,-334.7
271.400,-363.6,-334.8
271.500,-363.5,-334.8
271.600,-363.6,-334.7
271.700,-363.8,-334.8
271.800,-363.9,-334.7
271.900,-363.6,-334.7
272.000,-363.8,-334.8
272.100,-363.8,-334.8
272.200,-363.5,-334.8
272.300,-363.6,-334.8
272.400,-363.8,-334.8
272.500,-363.6,-334.8
272.600,-363.9,-334.8
272.700,-363.5,-334.8
272.800,-363.6,-334.8
272.900,-363.5,-334.8
273.000,-363.9,-334.8
273.100,-363.8,-334.8
273.200,-363.8,-334.7
273.300,-363.6,-334.8
273.400,-363.6,-334.8
273.500,-363.8,-334.8
273.600,-363.6,-334.8
273.700,-363.5,-334.8
273.800,-363.8,-334.8
273.900,-363.8,-334.8
274.000,-363.8,-334.8
274.100,-363.8,-334.8
274.200,-363.5,-334.8
274.300,-363.9,-334.8
274.400,-363.6,-334.8
274.500,-363.8,-334.8
274.600,-363.5,-334.8
274.700,-363.7,-334.8
274.800,-363.8,-334.8
274.900,-363.8,-334.8
275.000,-363.8,-334.8
275.100,-363.6,-334.9
275.200,-363.8,-334.7
275.300,-363.5,-334.9
275.400,-363.6,-334.9
275.500,-363.8,-334.7
275.600,-363.5,-334.8
275.700,-363.6,-334.8
275.800,-363.8,-334.8
275.900,-363.8,-334.8
276.000,-363.5,-334.9
276.100,-363.5,-334.8
276.200,-363.8,-334.8
276.300,-363.8,-334.9
276.400,-363.6,-334.8
276.500,-363.8,-334.9
276.600,-363.5,-334.8
276.700,-363.6,-334.8
276.800,-363.8,-334.9
276.900,-363.8,-334.8
277.000,-363.6,-334.8
277.100,-363.5,-334.8
277.200,-363.9,-334.9
277.300,-363.8,-334.9
277.400,-363.8,-334.8
277.500,-363.7,-334.8
277.600,-363.5,-334.8
277.700,-363.5,-334.9
277.800,-363.6,-334.9
277.900,-363.6,-334.9
278.000,-363.5,-334.8
278.100,-363.7,-334.9
278.200,-363.6,-334.9
278.300,-363.8,-334.9
278.400,-363.7,-334.9
278.500,-363.7,-334.8
278.600,-363.7,-334.9
278.700,-363.7,-334.8
278.800,-363.6,-334.9
278.900,-363.5,-334.9
279.000,-363.7,-334.9
279.100,-363.7,-334.9
279.200,-363.7,-334.8
279.300,-363.5,-334.9
279.400,-363.7,-334.9
279.500,-363.6,-334.8
279.600,-363.8,-334.9
279.700,-363.9,-334.9
279.800,-363.7,-334.9
279.900,-363.8,-334.8
280.000,-363.8,-334.9
280.100,-363.6,-334.9
280.200,-363.8,-334.9
280.300,-363.7,-334.8
280.400,-363.6,-334.9
280.500,-363.8,-334.9
280.600,-363.5,-334.8
280.700,-363.6,-334.9
280.800,-363.6,-335.0
280.900,-363.7,-334.8
281.000,-363.6,-335.0
281.100,-363.7,-335.6
281.200,-363.6,-335.7
281.300,-363.5,-335.7
281.400,-363.6,-335.8
281.500,-363.6,-335.8
281.600,-363.7,-335.8
281.700,-363.6,-335.6
281.800,-363.6,-335.8
281.900,-363.7,-335.8
282.000,-363.6,-335.7
282.100,-363.6,-335.8
282.200,-363.6,-335.8
282.300,-363.5,-335.7
282.400,-363.6,-335.8
282.500,-363.7,-335.8
282.600,-363.7,-335.8
282.700,-363.7,-335.8
282.800,-363.7,-335.8
282.900,-363.7,-335.7
283.000,-363.7,-335.8
283.100,-363.7,-335.9
283.200,-363.5,-335.8
283.300,-363.6,-335.6
283.400,-363.6,-335.9
283.500,-363.6,-335.9
283.600,-363.6,-335.8
283.700,-363.6,-335.7
283.800,-363.6,-335.9
283.900,-363.7,-335.8
284.000,-363.6,-335.8
284.100,-363.6,-335.7
284.200,-363.6,-335.9
284.300,-363.6,-335.8
284.400,-363.6,-335.7
284.500,-363.5,-335.9
284.600,-363.5,-335.7
284.700,-363.6,-335.8
284.800,-363.6,-335.8
284.900,-363.6,-335.8
285.000,-363.7,-335.8
285.100,-363.6,-335.8
285.200,-363.6,-335.8
285.300,-363.5,-335.8
285.400,-363.7,-335.8
285.500,-363.6,-335.8
285.600,-363.6,-335.7
285.700,-363.6,-335.8
285.800,-363.7,-335.8
285.900,-363.6,-335.8
286.000,-363.6,-335.8
286.100,-363.5,-335.8
286.200,-363.6,-335.8
286.300,-363.5,-335.9
286.400,-363.6,-335.8
286.500,-363.5,-335.8
286.600,-363.6,-335.8
286.700,-363.6,-335.8
286.800,-363.5,-335.8
286.900,-363.6,-335.8
287.000,-363.6,-335.9
287.100,-363.6,-335.8
287.200,-363.6,-335.9
287.300,-363.5,-335.8
287.400,-363.6,-335.8
287.500,-363.6,-335.8
287.600,-363.5,-335.8
287.700,-363.6,-335.8
287.800,-363.6,-335.9
287.900,-363.6,-335.9
288.000,-363.6,-335.9
288.100,-363.5,-335.8
288.200,-363.6,-335.9
288.300,-363.6,-335.8
288.400,-363.6,-335.8
288.500,-363.6,-335.9
288.600,-363.6,-335.8
288.700,-363.6,-335.8
288.800,-363.7,-335.8
288.900,-363.6,-335.8
289.000,-363.6,-335.8
289.100,-363.6,-335.9
289.200,-363.6,-335.8
289.300,-363.6,-335.9
289.400,-363.5,-335.8
289.500,-363.6,-335.8
289.600,-363.6,-335.8
289.700,-363.6,-335.9
289.800,-363.6,-335.9
289.900,-363.6,-335.8
290.000,-363.7,-335.8
290.100,-363.7,-335.9
290.200,-363.6,-335.8
290.300,-363.6,-335.9
290.400,-363.6,-335.8
290.500,-363.6,-335.8
290.600,-363.6,-335.8
290.700,-363.6,-335.9
290.800,-363.7,-336.0
290.900,-363.6,-335.7
291.000,-363.7,-335.9
291.100,-363.6,-335.8
291.200,-363.6,-335.9
291.300,-363.6,-335.9
291.400,-363.6,-335.8
291.500,-363.6,-335.8
291.600,-363.6,-335.8
291.700,-363.6,-335.9
291.800,-363.6,-335.8
291.900,-363.6,-335.8
292.000,-363.6,-335.9
292.100,-363.7,-336.0
292.200,-363.5,-335.8
292.300,-363.6,-335.9
292.400,-363.6,-335.9
292.500,-363.6,-335.9
292.600,-363.6,-335.9
292.700,-363.6,-335.9
292.800,-363.6,-335.8
292.900,-363.7,-335.8
293.000,-363.7,-335.9
293.100,-363.7,-335.8
293.200,-363.6,-335.9
293.300,-363.6,-335.8
293.400,-363.7,-335.9
293.500,-363.6,-335.8
293.600,-363.6,-336.0
293.700,-363.7,-335.8
293.800,-363.7,-335.8
293.900,-363.7,-335.9
294.000,-363.4,-335.9
294.100,-363.7,-335.8
294.200,-363.7,-335.9
294.300,-363.7,-335.8
294.400,-363.7,-335.8
294.500,-363.5,-335.9
294.600,-363.7,-335.9
294.700,-363.6,-335.9
294.800,-363.7,-335.8
294.900,-363.6,-335.9
295.000,-363.6,-335.9
295.100,-363.7,-335.9
295.200,-363.7,-335.9
295.300,-363.7,-335.9
295.400,-363.7,-335.9
295.500,-363.7,-335.8
295.600,-363.7,-335.9
295.700,-363.7,-335.8
295.800,-363.4,-335.9
295.900,-363.5,-336.0
296.000,-363.5,-335.9
296.100,-363.4,-335.9
296.200,-363.5,-335.8
296.300,-363.7,-336.0
296.400,-363.5,-335.8
296.500,-363.6,-335.9
296.600,-363.7,-335.9
296.700,-363.8,-335.7
296.800,-363.7,-336.0
296.900,-363.7,-335.9
297.000,-363.7,-335.9
297.100,-363.5,-335.8
297.200,-363.7,-335.9
297.300,-363.7,-335.9
297.400,-363.7,-335.9
297.500,-363.8,-335.9
297.600,-363.6,-335.8
297.700,-363.7,-335.9
297.800,-363.6,-335.9
297.900,-363.7,-335.9
298.000,-363.5,-335.8
298.100,-363.7,-335.9
298.200,-363.5,-335.8
298.300,-363.7,-335.9
298.400,-363.7,-335.9
298.500,-363.6,-335.9
298.600,-363.7,-335.8
298.700,-363.6,-336.0
298.800,-363.7,-335.8
298.900,-363.5,-336.0
299.000,-363.7,-335.8
299.100,-363.5,-335.9
299.200,-363.7,-335.9
299.300,-363.5,-335.9
299.400,-363.7,-335.9
299.500,-363.7,-335.9
299.600,-363.4,-335.8
299.700,-363.6,-335.9
299.800,-363.7,-335.9
299.900,-363.7,-335.8
300.000,-363.7,-335.9
300.100,-363.7,-335.9
300.200,-363.7,-335.9
300.300,-363.5,-335.8
300.400,-363.7,-335.9
300.500,-363.7,-335.9
300.600,-363.6,-335.9
300.700,-363.7,-335.9
300.800,-363.5,-336.0
300.900,-363.7,-335.8
301.000,-363.6,-336.0
301.100,-363.7,-335.8
301.200,-363.7,-336.0
301.300,-363.7,-335.9
301.400,-363.7,-335.9
301.500,-363.6,-335.9
301.600,-363.5,-335.9
301.700,-363.7,-335.9
301.800,-363.5,-335.8
301.900,-363.4,-336.0
302.000,-363.5,-336.0
302.100,-363.6,-335.9
302.200,-363.7,-336.0
302.300,-363.6,-335.9
302.400,-363.7,-335.9
302.500,-363.6,-336.0
302.600,-363.5,-335.9
302.700,-363.6,-335.9
302.800,-363.5,-335.9
302.900,-363.0,-335.9
303.000,-363.6,-335.9
303.100,-363.5,-336.0
303.200,-363.7,-336.7
303.300,-363.4,-336.7
303.400,-363.0,-336.8
303.500,-363.7,-336.7
303.600,-363.1,-336.8
303.700,-363.0,-336.8
303.800,-363.7,-336.7
303.900,-363.0,-336.8
304.000,-363.6,-336.7
304.100,-363.5,-336.8
304.200,-363.7,-336.7
304.300,-363.6,-336.7
304.400,-363.6,-336.8
304.500,-363.7,-336.8
304.600,-363.7,-336.7
304.700,-363.7,-336.8
304.800,-363.1,-336.7
304.900,-363.5,-336.8
305.000,-363.5,-336.7
305.100,-363.7,-336.8
305.200,-363.7,-336.8
305.300,-363.7,-336.7
305.400,-363.8,-336.8
305.500,-363.7,-336.8
305.600,-363.7,-336.8
305.700,-363.6,-336.7
305.800,-363.8,-336.7
305.900,-363.7,-336.8
306.000,-363.7,-336.8
306.100,-363.7,-336.7
306.200,-363.7,-336.9
306.300,-363.8,-336.8
306.400,-363.1,-336.8
306.500,-363.7,-336.8
306.600,-363.7,-336.8
306.700,-363.7,-336.8
306.800,-363.7,-336.7
306.900,-363.7,-336.8
307.000,-363.8,-336.9
307.100,-363.6,-336.8
307.200,-363.7,-336.8
307.300,-363.6,-336.8
307.400,-363.7,-336.8
307.500,-363.1,-336.9
307.600,-363.6,-336.8
307.700,-363.6,-336.8
307.800,-363.0,-336.8
307.900,-363.8,-336.8
308.000,-363.6,-336.8
308.100,-363.6,-336.8
308.200,-363.0,-336.8
308.300,-363.6,-336.8
308.400,-363.1,-336.9
308.500,-363.6,-336.8
308.600,-363.6,-336.8
308.700,-363.6,-336.8
308.800,-363.6,-336.9
308.900,-363.7,-336.8
309.000,-363.7,-336.8
309.100,-363.6,-336.8
309.200,-363.7,-336.8
309.300,-363.0,-336.8
309.400,-363.7,-336.8
309.500,-363.6,-336.8
309.600,-363.7,-336.9
309.700,-363.7,-336.8
309.800,-363.7,-336.9
309.900,-363.7,-336.8
310.000,-363.8,-336.8
310.100,-363.7,-336.8
310.200,-363.7,-336.8
310.300,-363.8,-336.9
310.400,-363.8,-336.9
310.500,-363.7,-336.9
310.600,-363.6,-336.8
310.700,-363.6,-336.9
310.800,-363.7,-336.8
310.900,-363.4,-336.7
311.000,-363.7,-336.9
311.100,-363.8,-336.8
311.200,-363.6,-336.8
311.300,-363.5,-336.8
311.400,-363.8,-336.9
311.500,-363.7,-336.8
311.600,-363.6,-336.9
311.700,-363.7,-336.8
311.800,-363.7,-336.8
311.900,-363.5,-336.9
312.000,-363.8,-336.9
312.100,-363.8,-336.8
312.200,-363.6,-336.8
312.300,-363.7,-336.8
312.400,-363.6,-336.8
312.500,-363.8,-336.9
312.600,-363.7,-336.8
312.700,-363.7,-336.8
312.800,-363.7,-336.8
312.900,-363.8,-337.0
313.000,-363.7,-336.8
313.100,-363.8,-336.8
313.200,-363.8,-336.8
313.300,-363.7,-336.9
313.400,-363.7,-336.8
313.500,-363.7,-336.9
313.600,-363.7,-336.8
313.700,-363.7,-336.8
313.800,-363.8,-336.9
313.900,-363.8,-336.8
314.000,-363.6,-336.9
314.100,-363.6,-336.8
314.200,-363.5,-337.0
314.300,-363.7,-336.9
314.400,-363.7,-336.8
314.500,-363.6,-336.9
314.600,-363.6,-336.9
314.700,-363.6,-336.8
314.800,-363.6,-336.9
314.900,-363.0,-336.8
315.000,-363.7,-336.9
315.100,-363.6,-336.9
315.200,-363.7,-336.9
315.300,-363.6,-336.9
315.400,-363.6,-336.9
315.500,-363.6,-336.8
315.600,-363.7,-336.9
315.700,-363.6,-336.9
315.800,-363.6,-336.9
315.900,-363.7,-336.9
316.000,-363.6,-336.9
316.100,-363.5,-336.8
316.200,-363.6,-336.9
316.300,-363.6,-336.9
316.400,-363.7,-337.0
316.500,-363.6,-336.8
316.600,-363.5,-336.9
316.700,-363.5,-336.9
316.800,-363.6,-336.9
316.900,-363.6,-336.9
317.000,-363.7,-336.9
317.100,-363.0,-337.0
317.200,-363.6,-336.8
317.300,-363.5,-336.9
317.400,-363.6,-336.8
317.500,-363.6,-337.0
317.600,-363.6,-336.9
317.700,-363.6,-336.9
317.800,-363.6,-337.0
317.900,-363.6,-336.8
318.000,-363.7,-336.9
318.100,-363.6,-336.9
318.200,-363.6,-336.9
318.300,-363.6,-337.0
318.400,-363.6,-336.9
318.500,-362.9,-337.0
318.600,-363.6,-337.0
318.700,-363.5,-337.6
318.800,-363.5,-337.7
318.900,-363.5,-337.7
319.000,-363.6,-337.7
319.100,-363.5,-337.7
319.200,-363.5,-337.7
319.300,-362.9,-337.8
319.400,-363.0,-337.8
319.500,-363.5,-337.6
319.600,-362.9,-337.8
319.700,-362.9,-337.7
319.800,-363.6,-337.7
319.900,-363.6,-337.7
320.000,-363.5,-337.7
320.100,-363.6,-337.7
320.200,-363.6,-337.7
320.300,-363.6,-337.8
320.400,-363.0,-337.7
320.500,-363.6,-337.8
320.600,-363.6,-337.7
320.700,-363.7,-337.7
320.800,-363.6,-337.8
320.900,-363.7,-337.7
321.000,-363.6,-337.7
321.100,-363.6,-337.8
321.200,-363.6,-337.7
321.300,-363.6,-337.8
321.400,-363.0,-337.7
321.500,-363.7,-337.7
321.600,-363.6,-337.8
321.700,-362.9,-337.7
321.800,-363.7,-337.8
321.900,-362.9,-337.7
322.000,-363.6,-337.8
322.100,-363.6,-337.8
322.200,-363.0,-337.7
322.300,-363.0,-337.7
322.400,-363.6,-337.7
322.500,-363.6,-337.8
322.600,-363.6,-337.7
322.700,-363.7,-337.8
322.800,-363.6,-337.7
322.900,-362.9,-337.8
323.000,-363.5,-337.7
323.100,-363.0,-337.8
323.200,-363.6,-337.7
323.300,-363.6,-337.7
323.400,-363.6,-337.8
323.500,-363.6,-337.7
323.600,-363.0,-337.8
323.700,-363.6,-337.8
323.800,-363.5,-337.8
323.900,-362.9,-337.8
324.000,-363.5,-337.8
324.100,-363.0,-337.7
324.200,-363.6,-337.7
324.300,-363.6,-337.8
324.400,-363.6,-337.8
324.500,-363.6,-337.7
324.600,-363.6,-337.8
324.700,-363.6,-337.8
324.800,-363.7,-337.8
324.900,-363.6,-337.8
325.000,-363.0,-337.8
325.100,-363.5,-337.8
325.200,-363.0,-337.7
325.300,-363.6,-337.8
325.400,-363.6,-337.8
325.500,-363.6,-337.8
325.600,-363.0,-337.8
325.700,-363.0,-337.8
325.800,-363.6,-337.8
325.900,-363.6,-337.8
326.000,-363.6,-337.8
326.100,-363.0,-337.7
326.200,-363.0,-337.8
326.300,-363.0,-337.8
326.400,-363.0,-337.7
326.500,-363.6,-337.8
326.600,-363.0,-337.7
326.700,-362.9,-337.9
326.800,-362.9,-337.8
326.900,-363.0,-337.9
327.000,-363.0,-337.8
327.100,-362.9,-337.8
327.200,-363.0,-337.8
327.300,-363.0,-337.8
327.400,-363.0,-337.7
327.500,-363.0,-337.8
327.600,-363.6,-337.9
327.700,-362.9,-337.7
327.800,-363.0,-337.8
327.900,-362.9,-337.8
328.000,-362.9,-337.8
328.100,-362.9,-337.9
328.200,-362.9,-337.8
328.300,-362.9,-337.8
328.400,-363.6,-337.9
328.500,-362.9,-337.8
328.600,-363.0,-337.8
328.700,-362.9,-337.8
328.800,-362.9,-337.8
328.900,-362.9,-337.8
329.000,-363.5,-337.7
329.100,-362.9,-337.9
329.200,-363.0,-337.7
329.300,-363.5,-337.7
329.400,-363.6,-337.8
329.500,-363.6,-337.8
329.600,-362.9,-337.9
329.700,-362.8,-337.8
329.800,-363.0,-337.8
329.900,-362.9,-337.9
330.000,-362.9,-337.8
330.100,-362.8,-337.8
330.200,-362.9,-337.8
330.300,-362.8,-337.9
330.400,-362.9,-337.8
330.500,-362.9,-337.8
330.600,-362.9,-337.9
330.700,-362.9,-337.8
330.800,-362.9,-337.9
330.900,-363.0,-337.8
331.000,-362.9,-337.8
331.100,-362.9,-337.8
331.200,-362.9,-337.8
331.300,-362.9,-337.9
331.400,-362.9,-337.8
331.500,-362.9,-337.8
331.600,-362.9,-337.9
331.700,-362.9,-338.0
331.800,-362.9,-338.5
331.900,-362.9,-338.7
332.000,-362.9,-338.7
332.100,-362.9,-338.7
332.200,-362.9,-338.7
332.300,-362.8,-338.6
332.400,-362.8,-338.7
332.500,-362.9,-338.6
332.600,-362.8,-338.6
332.700,-363.5,-338.5
332.800,-363.6,-338.5
332.900,-362.9,-338.5
333.000,-363.5,-338.6
333.100,-363.0,-338.6
333.200,-363.6,-338.5
333.300,-363.7,-338.6
333.400,-363.6,-338.5
333.500,-363.0,-338.6
333.600,-363.5,-338.7
333.700,-363.0,-338.6
333.800,-363.1,-338.6
333.900,-363.0,-338.6
334.000,-363.0,-338.6
334.100,-363.0,-338.7
334.200,-362.9,-338.6
334.300,-362.9,-338.6
334.400,-363.0,-338.7
334.500,-362.9,-338.6
334.600,-363.0,-338.7
334.700,-363.4,-338.6
334.800,-363.0,-338.7
334.900,-363.0,-338.6
335.000,-363.0,-338.7
335.100,-363.0,-338.6
335.200,-362.9,-338.7
335.300,-363.0,-338.7
335.400,-362.9,-338.5
335.500,-363.0,-338.6
335.600,-363.0,-338.7
335.700,-363.0,-338.7
335.800,-363.1,-338.6
335.900,-362.9,-338.6
336.000,-363.0,-338.7
336.100,-362.9,-338.6
336.200,-363.0,-338.6
336.300,-363.0,-338.7
336.400,-362.8,-338.7
336.500,-362.9,-338.6
336.600,-362.9,-338.7
336.700,-362.9,-338.7
336.800,-362.9,-338.6
336.900,-362.9,-338.6
337.000,-362.9,-338.7
337.100,-363.0,-338.7
337.200,-362.9,-338.6
337.300,-363.5,-338.6
337.400,-363.6,-338.6
337.500,-363.0,-338.6
337.600,-363.5,-338.6
337.700,-363.1,-338.7
337.800,-363.7,-338.6
337.900,-362.9,-338.7
338.000,-362.9,-338.6
338.100,-363.0,-338.8
338.200,-363.0,-338.6
338.300,-363.0,-338.7
338.400,-363.0,-338.7
338.500,-362.9,-338.6
338.600,-363.0,-338.6
338.700,-362.9,-338.7
338.800,-363.0,-338.6
338.900,-363.0,-338.7
339.000,-363.0,-338.7
339.100,-363.0,-338.6
339.200,-363.0,-338.7
339.300,-363.0,-338.7
339.400,-362.9,-338.6
339.500,-363.0,-338.7
339.600,-363.0,-338.6
339.700,-363.0,-338.7
339.800,-363.0,-338.7
339.900,-363.0,-338.7
340.000,-363.0,-338.6
340.100,-363.0,-338.7
340.200,-363.0,-338.7
340.300,-363.0,-338.7
340.400,-363.1,-338.6
340.500,-363.1,-338.7
340.600,-363.0,-338.6
340.700,-363.6,-338.8
340.800,-363.0,-338.7
340.900,-363.0,-338.7
341.000,-363.1,-338.7
341.100,-363.1,-338.7
341.200,-363.0,-338.7
341.300,-363.0,-338.7
341.400,-363.1,-338.6
341.500,-363.0,-338.8
341.600,-363.0,-338.7
341.700,-363.0,-338.7
341.800,-363.0,-338.7
341.900,-363.1,-338.6
342.000,-363.0,-338.7
342.100,-363.0,-338.8
342.200,-363.1,-338.6
342.300,-363.0,-338.8
342.400,-363.0,-338.6
342.500,-363.0,-338.8
342.600,-363.0,-338.7
342.700,-363.0,-338.7
342.800,-363.0,-338.7
342.900,-363.0,-338.7
343.000,-363.1,-338.7
343.100,-363.1,-338.7
343.200,-363.0,-338.7
343.300,-363.0,-338.8
343.400,-363.0,-338.7
343.500,-363.1,-338.7
343.600,-363.1,-338.7
343.700,-363.0,-338.7
343.800,-363.0,-338.7
343.900,-363.0,-338.9
344.000,-363.0,-338.7
344.100,-362.9,-338.7
344.200,-363.0,-338.8
344.300,-363.0,-338.7
344.400,-362.9,-338.8
344.500,-362.9,-338.7
344.600,-363.0,-338.8
344.700,-362.9,-338.8
344.800,-362.9,-338.7
344.900,-362.9,-338.7
345.000,-363.0,-338.7
345.100,-363.0,-338.7
345.200,-363.0,-338.7
345.300,-363.0,-338.7
345.400,-363.0,-338.7
345.500,-363.0,-338.7
345.600,-363.0,-338.7
345.700,-363.0,-338.7
345.800,-363.0,-338.7
345.900,-363.0,-338.7
346.000,-363.0,-338.8
346.100,-363.0,-338.7
346.200,-363.0,-338.8
346.300,-363.0,-338.7
346.400,-363.1,-338.8
346.500,-363.0,-338.7
346.600,-363.0,-338.7
346.700,-363.0,-338.7
346.800,-363.0,-338.7
346.900,-363.0,-338.8
347.000,-363.1,-338.6
347.100,-363.0,-338.8
347.200,-363.0,-338.7
347.300,-363.1,-338.8
347.400,-363.0,-338.7
347.500,-363.1,-338.8
347.600,-363.1,-338.7
347.700,-363.0,-338.8
347.800,-363.0,-338.7
347.900,-363.0,-338.7
348.000,-363.0,-338.7
348.100,-363.0,-338.8
348.200,-363.0,-338.7
348.300,-363.0,-338.6
348.400,-363.0,-338.8
348.500,-363.1,-338.6
348.600,-363.1,-338.8
348.700,-363.0,-338.7
348.800,-363.0,-338.7
348.900,-363.1,-338.7
349.000,-363.0,-338.7
349.100,-363.1,-338.8
349.200,-363.0,-338.8
349.300,-363.1,-338.7
349.400,-363.0,-338.7
349.500,-363.0,-338.8
349.600,-363.1,-338.7
349.700,-363.0,-338.8
349.800,-363.0,-338.7
349.900,-363.1,-338.8
350.000,-363.1,-338.7
350.100,-363.0,-338.7
350.200,-363.1,-338.9
350.300,-363.0,-338.8
350.400,-363.0,-338.7
350.500,-363.0,-338.7
350.600,-362.9,-338.8
350.700,-363.0,-338.7
350.800,-363.0,-338.8
350.900,-363.0,-338.9
351.000,-363.0,-338.7
351.100,-363.0,-338.8
351.200,-363.0,-338.8
351.300,-363.0,-338.8
351.400,-363.0,-338.7
351.500,-363.0,-338.8
351.600,-363.0,-338.8
351.700,-363.0,-338.8
351.800,-363.0,-338.7
351.900,-363.0,-338.8
352.000,-363.0,-338.8
352.100,-363.0,-338.9
352.200,-363.0,-338.7
352.300,-363.0,-338.9
352.400,-363.0,-338.7
352.500,-363.0,-338.8
352.600,-363.0,-338.8
352.700,-362.9,-338.8
352.800,-363.0,-338.8
352.900,-363.0,-338.7
353.000,-363.0,-338.7
353.100,-363.0,-338.8
353.200,-363.0,-338.8
353.300,-363.0,-338.9
353.400,-363.0,-338.7
353.500,-363.0,-338.8
353.600,-363.0,-338.8
353.700,-363.0,-338.8
353.800,-363.0,-338.8
353.900,-363.0,-338.8
354.000,-362.9,-338.7
354.100,-363.0,-338.8
354.200,-362.9,-338.8
354.300,-363.0,-338.8
354.400,-363.0,-338.7
354.500,-363.0,-338.8
354.600,-363.0,-338.8
354.700,-363.0,-338.8
354.800,-363.0,-338.7
354.900,-362.9,-338.7
355.000,-363.0,-338.8
355.100,-363.1,-338.8
355.200,-363.0,-338.9
355.300,-363.0,-338.7
355.400,-363.1,-338.8
355.500,-363.0,-338.8
355.600,-363.1,-338.8
355.700,-363.0,-338.8
355.800,-363.1,-338.9
355.900,-363.0,-338.8
356.000,-363.0,-338.8
356.100,-363.1,-338.9
356.200,-363.0,-338.8
356.300,-363.0,-338.9
356.400,-363.0,-338.8
356.500,-363.0,-338.8
356.600,-363.0,-338.8
356.700,-363.0,-338.8
356.800,-363.0,-338.8
356.900,-363.0,-338.9
357.000,-363.0,-338.9
357.100,-363.0,-338.8
357.200,-363.0,-338.8
357.300,-363.0,-338.9
357.400,-362.9,-338.9
357.500,-362.9,-338.8
357.600,-362.9,-338.9
357.700,-363.0,-338.8
357.800,-362.9,-338.9
357.900,-363.0,-338.8
358.000,-363.0,-338.8
358.100,-362.9,-338.9
358.200,-362.9,-338.9
358.300,-362.9,-338.8
358.400,-362.9,-338.8
358.500,-362.9,-338.9
358.600,-363.0,-338.9
358.700,-362.9,-338.8
358.800,-363.0,-338.9
358.900,-362.9,-338.9
359.000,-362.9,-338.8
359.100,-363.0,-338.9
359.200,-362.9,-338.9
359.300,-363.0,-338.8
359.400,-363.1,-338.8
359.500,-362.9,-338.8
359.600,-363.0,-338.9
359.700,-363.1,-338.8
359.800,-363.0,-338.9
359.900,-362.9,-338.8
360.000,-363.1,-338.8
360.100,-363.0,-338.8
360.200,-363.0,-338.8
360.300,-363.0,-338.9
360.400,-362.9,-338.8
360.500,-363.0,-338.9
360.600,-363.0,-338.8
360.700,-363.0,-338.9
360.800,-363.1,-338.8
360.900,-363.0,-338.8
361.000,-363.1,-339.0
361.100,-363.1,-339.6
361.200,-363.0,-339.6
361.300,-363.1,-339.7
361.400,-363.0,-339.8
361.500,-363.0,-339.7
361.600,-363.5,-339.7
361.700,-363.0,-339.7
361.800,-363.0,-339.6
361.900,-363.1,-339.9
362.000,-363.1,-339.7
362.100,-363.0,-339.6
362.200,-363.1,-339.7
362.300,-363.0,-339.7
362.400,-363.1,-339.7
362.500,-363.0,-339.7
362.600,-363.0,-339.7
362.700,-363.0,-339.7
362.800,-363.0,-339.7
362.900,-363.0,-339.7
363.000,-363.0,-339.7
363.100,-363.0,-339.7
363.200,-363.0,-339.8
363.300,-363.0,-339.7
363.400,-363.0,-339.7
363.500,-363.0,-339.8
363.600,-362.9,-339.7
363.700,-362.9,-339.8
363.800,-362.9,-339.7
363.900,-362.9,-339.7
364.000,-362.9,-339.8
364.100,-362.9,-339.8
364.200,-362.9,-339.8
364.300,-362.9,-339.7
364.400,-362.9,-339.7
364.500,-363.0,-339.7
364.600,-362.9,-339.7
364.700,-363.0,-339.7
364.800,-363.0,-339.7
364.900,-362.9,-339.7
365.000,-362.9,-339.7
365.100,-363.0,-339.7
365.200,-363.0,-339.7
365.300,-363.0,-339.7
365.400,-363.0,-339.7
365.500,-363.0,-339.6
365.600,-363.0,-339.7
365.700,-363.1,-339.7
365.800,-363.0,-339.7
365.900,-363.0,-339.6
366.000,-363.0,-339.7
366.100,-362.9,-339.7
