
t,lower y,upper y
366.200,-363.0,-339.6
366.300,-363.0,-339.7
366.400,-363.0,-339.6
366.500,-363.0,-339.8
366.600,-363.1,-339.7
366.700,-363.0,-339.7
366.800,-363.0,-339.8
366.900,-362.9,-339.7
367.000,-363.0,-339.8
367.100,-363.0,-339.7
367.200,-363.0,-339.7
367.300,-362.9,-339.7
367.400,-362.9,-339.8
367.500,-363.0,-339.8
367.600,-362.9,-339.7
367.700,-363.0,-339.7
367.800,-362.9,-339.7
367.900,-362.9,-339.8
368.000,-362.9,-339.8
368.100,-363.0,-339.7
368.200,-363.0,-339.7
368.300,-363.0,-339.7
368.400,-363.0,-339.7
368.500,-362.9,-339.7
368.600,-363.0,-339.8
368.700,-362.9,-339.7
368.800,-363.0,-339.7
368.900,-363.0,-339.8
369.000,-363.0,-339.8
369.100,-362.9,-339.7
369.200,-363.0,-339.7
369.300,-362.9,-339.8
369.400,-362.9,-339.8
369.500,-363.0,-339.7
369.600,-363.0,-339.8
369.700,-362.9,-339.7
369.800,-362.9,-339.8
369.900,-363.0,-339.8
370.000,-363.0,-339.7
370.100,-363.0,-339.8
370.200,-363.0,-339.8
370.300,-362.9,-339.7
370.400,-363.0,-339.8
370.500,-362.9,-339.8
370.600,-363.0,-339.7
370.700,-363.0,-339.8
370.800,-362.9,-339.7
370.900,-363.0,-339.8
371.000,-363.0,-339.8
371.100,-363.0,-339.8
371.200,-362.9,-339.8
371.300,-362.9,-339.8
371.400,-362.9,-339.8
371.500,-362.9,-339.7
371.600,-362.9,-339.8
371.700,-362.9,-339.7
371.800,-362.9,-339.7
371.900,-363.0,-339.7
372.000,-363.0,-339.8
372.100,-362.9,-339.7
372.200,-363.0,-339.7
372.300,-363.0,-339.8
372.400,-363.0,-339.8
372.500,-363.0,-339.7
372.600,-362.9,-339.8
372.700,-363.0,-339.8
372.800,-363.0,-339.7
372.900,-362.9,-339.8
373.000,-363.0,-339.8
373.100,-363.0,-339.7
373.200,-363.0,-339.8
373.300,-362.9,-339.8
373.400,-362.9,-339.8
373.500,-363.0,-339.8
373.600,-363.0,-339.8
373.700,-363.0,-339.7
373.800,-363.0,-340.1
373.900,-362.9,-340.4
374.000,-362.9,-340.6
374.100,-363.0,-340.6
374.200,-363.0,-340.6
374.300,-362.9,-340.6
374.400,-363.0,-340.5
374.500,-363.0,-340.5
374.600,-363.0,-340.6
374.700,-363.0,-340.6
374.800,-362.9,-340.5
374.900,-362.9,-340.6
375.000,-363.0,-340.6
375.100,-363.0,-340.6
375.200,-363.0,-340.6
375.300,-362.9,-340.7
375.400,-363.0,-340.6
375.500,-363.0,-340.6
375.600,-363.0,-340.7
375.700,-363.0,-340.7
375.800,-363.0,-340.6
375.900,-363.0,-340.6
376.000,-362.9,-340.6
376.100,-362.9,-340.6
376.200,-362.9,-340.7
376.300,-362.9,-340.6
376.400,-362.8,-340.6
376.500,-362.9,-340.7
376.600,-362.9,-340.6
376.700,-362.9,-340.6
376.800,-362.9,-340.6
376.900,-362.9,-340.7
377.000,-362.9,-340.7
377.100,-362.9,-340.7
377.200,-362.9,-340.6
377.300,-362.8,-340.6
377.400,-362.9,-340.7
377.500,-362.9,-340.6
377.600,-362.9,-340.7
377.700,-362.9,-340.6
377.800,-362.9,-340.7
377.900,-362.9,-340.7
378.000,-362.9,-340.6
378.100,-362.9,-340.7
378.200,-362.9,-340.7
378.300,-362.8,-340.6
378.400,-362.9,-340.7
378.500,-362.9,-340.6
378.600,-362.9,-340.8
378.700,-362.9,-340.6
378.800,-362.9,-340.7
378.900,-362.9,-340.7
379.000,-362.9,-340.7
379.100,-362.9,-340.7
379.200,-362.9,-340.6
379.300,-362.8,-340.7
379.400,-362.8,-340.7
379.500,-362.9,-340.6
379.600,-362.9,-340.7
379.700,-362.9,-340.7
379.800,-362.8,-340.7
379.900,-362.8,-340.7
380.000,-362.9,-340.7
380.100,-362.8,-340.6
380.200,-362.8,-340.7
380.300,-362.8,-340.7
380.400,-362.8,-340.6
380.500,-362.8,-340.7
380.600,-362.9,-340.7
380.700,-362.9,-340.7
380.800,-362.8,-340.7
380.900,-362.9,-340.7
381.000,-362.8,-340.7
381.100,-362.8,-340.6
381.200,-362.9,-340.7
381.300,-362.9,-340.7
381.400,-362.9,-340.7
381.500,-362.9,-340.6
381.600,-362.9,-340.7
381.700,-362.9,-340.7
381.800,-362.9,-340.7
381.900,-362.8,-340.6
382.000,-362.9,-340.7
382.100,-362.9,-340.7
382.200,-362.9,-340.7
382.300,-362.9,-340.7
382.400,-362.9,-340.8
382.500,-362.9,-340.7
382.600,-362.9,-340.6
382.700,-362.9,-340.7
382.800,-363.0,-340.7
382.900,-362.8,-340.7
383.000,-362.9,-340.7
383.100,-362.9,-340.7
383.200,-363.0,-340.7
383.300,-362.9,-340.7
383.400,-362.9,-340.7
383.500,-362.9,-340.7
383.600,-362.8,-340.8
383.700,-362.9,-340.7
383.800,-362.9,-340.6
383.900,-362.9,-340.7
384.000,-362.9,-340.7
384.100,-362.9,-340.8
384.200,-363.0,-340.8
384.300,-363.0,-340.7
384.400,-362.9,-340.7
384.500,-362.8,-340.8
384.600,-362.9,-340.7
384.700,-362.9,-340.7
384.800,-362.9,-340.7
384.900,-362.9,-340.7
385.000,-362.9,-340.7
385.100,-362.9,-340.8
385.200,-362.9,-340.7
385.300,-362.9,-340.7
385.400,-362.9,-340.8
385.500,-362.9,-340.7
385.600,-362.9,-340.8
385.700,-362.8,-340.7
385.800,-362.9,-340.7
385.900,-362.9,-340.9
386.000,-362.9,-340.8
386.100,-362.9,-340.7
386.200,-362.9,-340.9
386.300,-363.0,-340.7
386.400,-362.8,-340.8
386.500,-362.9,-340.7
386.600,-363.0,-340.8
386.700,-363.0,-340.7
386.800,-362.9,-340.8
386.900,-362.9,-340.7
387.000,-363.0,-340.7
387.100,-363.0,-340.7
387.200,-363.0,-340.8
387.300,-362.9,-340.8
387.400,-363.0,-340.7
387.500,-362.9,-340.7
387.600,-363.0,-340.7
387.700,-363.0,-340.8
387.800,-363.0,-340.7
387.900,-363.0,-340.6
388.000,-363.0,-340.7
388.100,-362.9,-340.6
388.200,-362.9,-340.7
388.300,-363.1,-340.8
388.400,-363.0,-340.6
388.500,-363.1,-340.7
388.600,-363.0,-340.8
388.700,-363.0,-340.6
388.800,-363.0,-340.7
388.900,-363.0,-340.7
389.000,-363.0,-340.7
389.100,-363.0,-340.7
389.200,-363.0,-340.7
389.300,-363.0,-340.7
389.400,-363.0,-340.8
389.500,-363.0,-340.8
389.600,-362.9,-340.7
389.700,-363.0,-340.7
389.800,-363.0,-340.7
389.900,-362.9,-340.7
390.000,-363.0,-340.8
390.100,-363.0,-340.7
390.200,-363.0,-340.8
390.300,-362.9,-340.6
390.400,-363.0,-340.8
390.500,-363.0,-340.8
390.600,-362.9,-340.7
390.700,-363.0,-340.7
390.800,-363.0,-340.8
390.900,-363.0,-340.8
391.000,-362.9,-340.7
391.100,-363.0,-340.8
391.200,-362.8,-340.8
391.300,-362.9,-340.8
391.400,-362.8,-340.8
391.500,-362.9,-340.7
391.600,-362.9,-340.8
391.700,-363.0,-340.7
391.800,-362.9,-340.8
391.900,-363.0,-340.7
392.000,-362.9,-340.7
392.100,-363.0,-340.8
392.200,-363.0,-340.7
392.300,-363.0,-340.6
392.400,-363.1,-340.8
392.500,-362.9,-340.8
392.600,-363.1,-340.7
392.700,-362.9,-340.7
392.800,-363.1,-340.7
392.900,-362.9,-340.7
393.000,-363.1,-340.7
393.100,-363.0,-340.8
393.200,-363.1,-340.7
393.300,-363.0,-340.8
393.400,-363.0,-340.7
393.500,-363.1,-340.7
393.600,-363.0,-340.7
393.700,-363.0,-340.7
393.800,-362.9,-340.8
393.900,-363.1,-340.7
394.000,-363.1,-340.6
394.100,-363.1,-340.7
394.200,-363.0,-340.8
394.300,-363.0,-340.6
394.400,-363.1,-340.7
394.500,-363.1,-340.8
394.600,-363.5,-340.7
394.700,-363.0,-340.7
394.800,-363.4,-340.7
394.900,-363.5,-340.6
395.000,-363.1,-340.8
395.100,-363.0,-340.8
395.200,-363.1,-340.7
395.300,-363.1,-340.7
395.400,-363.0,-340.8
395.500,-363.4,-340.7
395.600,-363.5,-340.7
395.700,-363.1,-340.8
395.800,-363.1,-340.6
395.900,-363.5,-340.7
396.000,-363.5,-340.8
396.100,-363.1,-340.6
396.200,-363.0,-340.7
396.300,-363.1,-340.7
396.400,-363.1,-340.7
396.500,-363.0,-340.8
396.600,-363.1,-340.8
396.700,-363.4,-340.7
396.800,-363.0,-340.8
396.900,-363.0,-340.6
397.000,-363.5,-340.8
397.100,-363.4,-340.7
397.200,-363.0,-340.8
397.300,-363.1,-340.6
397.400,-363.0,-340.8
397.500,-363.5,-340.7
397.600,-363.0,-340.8
397.700,-363.1,-340.7
397.800,-363.0,-340.8
397.900,-363.0,-340.8
398.000,-363.0,-340.7
398.100,-363.1,-340.7
398.200,-363.0,-340.8
398.300,-363.0,-340.7
398.400,-363.0,-340.7
398.500,-363.0,-340.7
398.600,-363.1,-340.7
398.700,-363.0,-340.8
398.800,-363.0,-340.8
398.900,-363.1,-340.7
399.000,-363.0,-340.7
399.100,-363.0,-340.8
399.200,-363.0,-340.8
399.300,-363.0,-340.7
399.400,-362.9,-340.8
399.500,-363.1,-340.8
399.600,-363.0,-340.7
399.700,-363.0,-340.8
399.800,-363.0,-340.8
399.900,-363.0,-340.7
400.000,-362.9,-340.7
400.100,-362.9,-340.8
400.200,-362.9,-340.8
400.300,-362.9,-340.7
400.400,-363.0,-340.8
400.500,-363.0,-340.8
400.600,-362.9,-340.7
400.700,-362.9,-340.8
400.800,-363.0,-340.8
400.900,-362.9,-340.8
401.000,-363.0,-340.8
401.100,-362.9,-340.8
401.200,-362.9,-340.8
401.300,-362.9,-340.7
401.400,-363.0,-340.8
401.500,-363.0,-340.8
401.600,-362.9,-340.8
401.700,-363.0,-340.7
401.800,-363.0,-340.9
401.900,-362.9,-340.8
402.000,-363.0,-340.7
402.100,-363.0,-340.8
402.200,-362.9,-340.8
402.300,-362.9,-340.8
402.400,-362.9,-340.8
402.500,-362.9,-340.8
402.600,-363.0,-340.8
402.700,-362.9,-340.8
402.800,-362.9,
402.900,-363.0,
403.000,-363.0,
403.100,-362.9,
403.200,-363.0,
403.300,-362.9,
403.400,-362.9,
403.500,-362.9,
403.600,-362.9,
403.700,-362.9,
403.800,-362.8,
403.900,-362.9,
404.000,-362.9,
404.100,-362.9,
404.200,-362.9,
404.300,-363.0,
404.400,-362.9,
404.500,-363.0,
404.600,-363.0,
404.700,-362.9,
404.800,-363.0,
404.900,-362.8,
405.000,-362.9,
405.100,-362.9,
405.200,-362.9,
405.300,-362.9,
405.400,-363.0,
405.500,-362.9,
405.600,-362.9,
405.700,-362.9,
405.800,-362.9,
405.900,-363.0,
406.000,-362.9,
406.100,-362.9,
406.200,-362.9,
406.300,-363.0,
406.400,-363.1,
406.500,-363.0,
406.600,-363.0,
406.700,-363.0,
406.800,-363.0,
406.900,-363.0,
407.000,-363.0,
407.100,-362.9,
