t,lower,upper
342.900,-361.2,-335.5
343.000,-361.2,-335.2
343.100,-361.2,-335.2
343.200,-361.2,-335.4
343.300,-361.2,-335.7
343.400,-361.2,-334.9
343.500,-361.2,-334.9
343.600,-361.1,-334.8
343.700,-361.2,-334.6
343.800,-361.1,-335.2
343.900,-361.2,-335.2
344.000,-361.1,-335.5
344.100,-361.2,-335.4
344.200,-361.1,-335.4
344.300,-361.1,-335.5
344.400,-361.0,-335.4
344.500,-361.1,-335.7
344.600,-361.1,-335.3
344.700,-361.1,-335.6
344.800,-361.1,-335.7
344.900,-361.2,-335.3
345.000,-361.2,-335.5
345.100,-361.2,-335.4
345.200,-361.2,-335.5
345.300,-361.3,-335.4
345.400,-361.2,-335.5
345.500,-361.3,-335.5
345.600,-361.3,-335.6
345.700,-361.2,-335.5
345.800,-361.3,-335.4
345.900,-361.3,-335.4
346.000,-361.3,-335.4
346.100,-361.3,-335.6
346.200,-361.1,-335.6
346.300,-361.2,-335.6
346.400,-361.1,-335.6
346.500,-361.2,-335.3
346.600,-361.3,-335.6
346.700,-361.3,-335.5
346.800,-361.2,-335.4
346.900,-361.2,-335.5
347.000,-361.3,-335.7
347.100,-361.3,-335.5
347.200,-361.3,-335.4
347.300,-361.2,-335.6
347.400,-361.3,-335.6
347.500,-361.2,-335.6
347.600,-361.2,-335.5
347.700,-361.2,-335.4
347.800,-361.3,-335.5
347.900,-361.3,-335.6
348.000,-361.3,-335.5
348.100,-361.3,-335.6
348.200,-361.3,-335.5
348.300,-361.4,-335.7
348.400,-361.2,-334.6
348.500,-361.3,-335.3
348.600,-361.3,-335.8
348.700,-361.2,-335.2
348.800,-361.3,-335.3
348.900,-361.3,-335.6
349.000,-361.3,-335.5
349.100,-361.4,-335.3
349.200,-361.4,-335.5
349.300,-361.4,-335.4
349.400,-361.4,-335.5
349.500,-361.2,-335.5
349.600,-361.3,-335.7
349.700,-361.3,-335.4
349.800,-361.2,-335.6
349.900,-361.4,-335.7
350.000,-361.3,-335.6
350.100,-361.3,-335.8
350.200,-361.3,-335.2
350.300,-361.3,-335.8
350.400,-361.2,-335.6
350.500,-361.4,-335.9
350.600,-361.2,-335.6
350.700,-361.2,-335.6
350.800,-361.2,-335.6
350.900,-361.1,-335.5
351.000,-361.3,-335.6
351.100,-361.3,-335.7
351.200,-361.3,-335.5
351.300,-361.3,-335.6
351.400,-361.2,-335.7
351.500,-361.2,-335.6
351.600,-361.3,-335.8
351.700,-361.3,-335.8
351.800,-361.3,-335.8
351.900,-361.2,-335.8
352.000,-361.2,-336.0
352.100,-361.3,-336.2
352.200,-361.4,-336.3
352.300,-361.2,-336.3
352.400,-361.2,-336.2
352.500,-361.3,-336.4
352.600,-361.3,-336.5
352.700,-361.2,-336.2
352.800,-361.2,-336.1
352.900,-361.2,-336.4
353.000,-361.3,-336.2
353.100,-361.2,-336.4
353.200,-361.2,-336.5
353.300,-361.2,-336.2
353.400,-361.3,-336.3
353.500,-361.3,-336.3
353.600,-361.2,-336.4
353.700,-361.1,-336.6
353.800,-361.1,-336.3
353.900,-361.2,-336.5
354.000,-361.3,-336.4
354.100,-361.2,-336.5
354.200,-361.3,-336.3
354.300,-361.2,-336.6
354.400,-361.2,-336.4
354.500,-361.3,-336.4
354.600,-361.2,-335.6
354.700,-361.3,-335.8
354.800,-361.3,-336.3
354.900,-361.3,-336.2
355.000,-361.4,-336.4
355.100,-361.3,-336.1
355.200,-361.3,-336.5
355.300,-361.2,-336.5
355.400,-361.2,-336.1
355.500,-361.3,-336.5
355.600,-361.3,-336.3
355.700,-361.4,-336.5
355.800,-361.1,-336.4
355.900,-361.0,-336.6
356.000,-361.2,-336.5
356.100,-361.2,-336.4
356.200,-361.1,-336.4
356.300,-361.3,-336.6
356.400,-361.1,-336.3
356.500,-361.2,-336.6
356.600,-361.2,-336.6
356.700,-361.2,-336.5
356.800,-361.3,-336.4
356.900,-361.2,-336.5
357.000,-361.2,-336.4
357.100,-361.2,-336.6
357.200,-361.2,-336.5
357.300,-361.2,-336.5
357.400,-361.2,-336.6
357.500,-361.2,-336.7
357.600,-361.2,-336.6
357.700,-361.3,-336.5
357.800,-361.2,-336.5
357.900,-361.3,-336.6
358.000,-361.2,-336.4
358.100,-361.2,-336.8
358.200,-361.2,-336.6
358.300,-361.2,-336.4
358.400,-361.2,-336.6
358.500,-361.2,-336.6
358.600,-361.1,-336.7
358.700,-361.2,-336.5
358.800,-361.2,-336.6
358.900,-361.2,-336.7
359.000,-361.1,-336.7
359.100,-361.3,-336.7
359.200,-361.2,-336.6
359.300,-361.3,-336.5
359.400,-361.3,-336.7
359.500,-361.2,-336.3
359.600,-361.2,-336.8
359.700,-361.2,-336.5
359.800,-361.2,-336.6
359.900,-361.2,-336.7
360.000,-361.2,-336.6
360.100,-361.2,-336.5
360.200,-361.3,-336.7
360.300,-361.2,-336.3
360.400,-361.3,-337.1
360.500,-361.4,-336.8
360.600,-361.3,-336.9
360.700,-361.2,-336.6
360.800,-361.3,-337.2
360.900,-361.2,-336.5
361.000,-361.4,-336.6
361.100,-361.2,-336.8
361.200,-361.1,-336.6
361.300,-361.3,-336.7
361.400,-361.3,-336.7
361.500,-361.2,-336.5
361.600,-361.3,-336.7
361.700,-361.3,-336.6
361.800,-361.3,-336.6
361.900,-361.2,-336.6
362.000,-361.2,-336.9
362.100,-361.3,-336.7
362.200,-361.2,-336.6
362.300,-361.3,-336.6
362.400,-361.3,-336.8
362.500,-361.2,-336.7
362.600,-361.2,-336.8
362.700,-361.2,-336.7
362.800,-361.3,-336.8
362.900,-361.3,-336.5
363.000,-361.2,-336.9
363.100,-361.2,-336.7
363.200,-361.3,-336.5
363.300,-361.1,-337.1
363.400,-361.1,-337.4
363.500,-361.2,-337.2
363.600,-361.1,-337.3
363.700,-361.1,-337.4
363.800,-361.1,-337.3
363.900,-361.1,-337.3
364.000,-361.0,-337.7
364.100,-361.0,-337.4
364.200,-361.0,-337.5
364.300,-361.0,-337.2
364.400,-361.1,-337.6
364.500,-361.2,-337.5
364.600,-361.2,-337.7
364.700,-361.0,-337.4
364.800,-361.1,-337.7
364.900,-361.1,-337.4
365.000,-361.2,-337.1
365.100,-361.2,-337.3
365.200,-361.1,-337.4
365.300,-361.3,-337.4
365.400,-361.3,-337.3
365.500,-361.6,-337.3
365.600,-361.8,-337.1
365.700,-361.7,-337.2
365.800,-362.0,-337.2
365.900,-361.9,-337.3
366.000,-361.9,-337.0
366.100,-362.0,-337.1
366.200,-362.3,-337.1
366.300,-361.8,-337.4
366.400,-362.1,-337.3
366.500,-361.9,-337.4
366.600,-361.9,-336.9
366.700,-361.9,-337.1
366.800,-362.0,-337.0
366.900,-362.0,-337.4
367.000,-361.9,-337.2
367.100,-361.9,-337.4
367.200,-362.0,-337.1
367.300,-361.8,-337.6
367.400,-361.8,-337.6
367.500,-361.8,-337.4
367.600,-361.9,-337.6
367.700,-361.8,-337.4
367.800,-362.0,-337.3
367.900,-361.7,-337.6
368.000,-361.8,-337.2
368.100,-361.8,-337.5
368.200,-361.8,-337.2
368.300,-361.9,-337.6
368.400,-361.9,-337.6
368.500,-361.9,-337.3
368.600,-361.9,-337.4
368.700,-361.8,-337.4
368.800,-361.9,-337.4
368.900,-361.9,-337.6
369.000,-362.0,-337.4
369.100,-362.0,-337.8
369.200,-361.9,-337.5
369.300,-361.7,-337.4
369.400,-361.8,-337.8
369.500,-361.7,-337.6
369.600,-361.8,-337.7
369.700,-361.8,-337.6
369.800,-361.7,-337.3
369.900,-361.7,-337.8
370.000,-361.8,-337.8
370.100,-361.7,-337.5
370.200,-361.9,-337.7
370.300,-361.7,-337.7
370.400,-361.8,-337.5
370.500,-361.8,-337.3
370.600,-361.7,-337.7
370.700,-361.9,-337.7
370.800,-361.7,-337.6
370.900,-361.8,-337.6
371.000,-361.9,-337.6
371.100,-361.7,-337.8
371.200,-361.7,-337.5
371.300,-361.8,-337.8
371.400,-361.7,-337.7
371.500,-361.6,-337.6
371.600,-361.8,-337.7
371.700,-361.8,-337.6
371.800,-361.7,-337.5
371.900,-361.7,-337.5
372.000,-361.8,-337.6
372.100,-361.8,-337.6
372.200,-361.8,-337.6
372.300,-361.8,-337.7
372.400,-361.7,-337.6
372.500,-361.7,-337.6
372.600,-361.9,-337.7
372.700,-361.8,-337.7
372.800,-361.9,-337.5
372.900,-361.9,-337.6
373.000,-361.8,-338.1
373.100,-361.7,-338.2
373.200,-361.9,-338.3
373.300,-361.8,-337.8
373.400,-361.7,-338.5
373.500,-361.7,-338.0
373.600,-361.7,-338.2
373.700,-361.9,-338.3
373.800,-361.6,-338.5
373.900,-361.8,-338.3
374.000,-361.8,-338.4
374.100,-361.9,-338.8
374.200,-361.8,-338.3
374.300,-361.9,-338.1
374.400,-361.7,-338.2
374.500,-361.7,-338.6
374.600,-361.8,-338.3
374.700,-361.8,-337.7
374.800,-361.8,-338.4
374.900,-361.7,-338.4
375.000,-361.8,-338.5
375.100,-361.8,-338.2
375.200,-361.8,-338.6
375.300,-361.7,-338.7
375.400,-361.7,-338.6
375.500,-361.8,-338.7
375.600,-361.8,-338.2
375.700,-361.8,-338.4
375.800,-361.8,-338.5
375.900,-361.7,-338.2
376.000,-361.8,-338.7
376.100,-361.8,-338.2
376.200,-361.6,-338.5
376.300,-361.6,-338.4
376.400,-361.7,-338.4
376.500,-361.8,-338.5
376.600,-361.7,-338.6
376.700,-361.7,-338.5
376.800,-361.7,-338.4
376.900,-361.6,-338.6
377.000,-361.8,-338.4
377.100,-361.8,-338.4
377.200,-361.4,-338.4
377.300,-361.4,-338.2
377.400,-361.3,-338.5
377.500,-361.2,-338.7
377.600,-361.2,-338.6
377.700,-361.1,-338.7
377.800,-361.2,-338.3
377.900,-361.2,-338.5
378.000,-361.1,-338.8
378.100,-361.1,-338.6
378.200,-361.2,-338.6
378.300,-361.2,-338.6
378.400,-361.2,-338.6
378.500,-361.1,-338.8
378.600,-361.1,-338.5
378.700,-361.2,-338.9
378.800,-361.2,-338.5
378.900,-361.1,-338.8
379.000,-361.2,-338.6
379.100,-361.2,-338.9
379.200,-361.0,-338.5
379.300,-361.1,-338.7
379.400,-361.2,-338.9
379.500,-361.2,-338.6
379.600,-361.1,-338.7
379.700,-361.1,-338.8
379.800,-361.1,-338.8
379.900,-361.1,-338.8
380.000,-361.1,-338.8
380.100,-361.2,-338.4
380.200,-361.2,-338.8
380.300,-361.2,-338.8
380.400,-361.1,-338.7
380.500,-361.1,-338.6
380.600,-361.2,-338.7
380.700,-361.1,-338.6
380.800,-361.1,-338.7
380.900,-361.2,-338.8
381.000,-361.0,-338.7
381.100,-361.1,-339.1
381.200,-361.1,-339.1
381.300,-361.1,-339.1
381.400,-361.1,-339.1
381.500,-361.0,-339.3
381.600,-361.0,-339.2
381.700,-361.2,-339.2
381.800,-361.1,-339.4
381.900,-361.0,-339.4
382.000,-361.1,-338.9
382.100,-361.1,-339.2
382.200,-361.1,-339.3
382.300,-361.0,-339.6
382.400,-361.1,-338.7
382.500,-361.0,-339.4
382.600,-361.1,-338.6
382.700,-361.1,-339.5
382.800,-361.1,-339.5
382.900,-361.1,-339.4
383.000,-361.1,-339.3
383.100,-361.1,-339.4
383.200,-361.0,-339.2
383.300,-361.1,-339.6
383.400,-361.1,-339.2
383.500,-361.0,-339.2
383.600,-361.1,-339.5
383.700,-361.1,-339.5
383.800,-361.2,-339.2
383.900,-361.1,-339.4
384.000,-361.1,-339.4
384.100,-361.1,-339.4
384.200,-361.1,-339.4
384.300,-361.1,-339.5
384.400,-361.2,-339.4
384.500,-361.1,-339.2
384.600,-361.1,-339.5
384.700,-361.1,-339.4
384.800,-361.2,-339.5
384.900,-361.1,-339.4
385.000,-361.1,-339.4
385.100,-361.2,-339.3
385.200,-361.0,-339.7
385.300,-361.3,-339.5
385.400,-361.2,-339.3
385.500,-361.2,-339.3
385.600,-361.2,-339.5
385.700,-361.1,-339.5
385.800,-361.1,-339.6
385.900,-361.1,-339.5
386.000,-361.1,-339.3
386.100,-361.1,-339.5
386.200,-360.8,-339.7
386.300,-361.2,-339.5
386.400,-360.9,-339.5
386.500,-361.1,-339.6
386.600,-361.1,-339.4
386.700,-361.2,-339.5
386.800,-361.2,-339.4
386.900,-361.2,-339.5
387.000,-361.2,-339.4
387.100,-361.2,-339.4
387.200,-361.1,-339.6
387.300,-361.2,-339.2
387.400,-361.2,-339.4
387.500,-361.3,-339.4
387.600,-361.2,-339.2
387.700,-361.3,-339.6
387.800,-361.3,-339.1
387.900,-361.3,-339.3
388.000,-361.3,-339.5
388.100,-361.3,-339.2
388.200,-361.3,-339.2
388.300,-361.7,-339.4
388.400,-361.6,-339.2
388.500,-361.8,-339.4
388.600,-361.9,-339.1
388.700,-361.8,-339.4
388.800,-361.7,-339.3
388.900,-361.9,-339.7
389.000,-361.9,-339.3
389.100,-361.8,-339.2
389.200,-361.9,-339.3
389.300,-361.7,-339.3
389.400,-361.9,-339.4
389.500,-361.9,-339.4
389.600,-362.0,-339.2
389.700,-361.9,-339.4
389.800,-361.9,-339.3
389.900,-361.8,-339.2
390.000,-361.8,-339.5
390.100,-361.8,-339.4
390.200,-362.0,-339.3
390.300,-361.8,-339.3
390.400,-361.9,-339.3
390.500,-361.8,-339.4
390.600,-361.8,-339.4
390.700,-361.9,-339.5
390.800,-361.8,-339.7
390.900,-361.7,-339.6
391.000,-361.7,-339.6
391.100,-361.7,-339.6
391.200,-361.7,-339.5
391.300,-361.7,-339.7
391.400,-361.4,-339.8
391.500,-361.4,-339.4
391.600,-361.5,-339.5
391.700,-361.2,-339.4
391.800,-361.4,-339.5
391.900,-361.5,-339.7
392.000,-361.3,-339.5
392.100,-361.5,-339.6
392.200,-361.4,-339.3
392.300,-361.4,-339.3
392.400,-361.2,-340.0
392.500,-361.0,-339.6
392.600,-361.2,-339.7
392.700,-361.2,-339.4
392.800,-361.2,-339.7
392.900,-361.0,-339.6
393.000,-361.3,-339.5
393.100,-361.1,-339.6
393.200,-361.4,-339.7
393.300,-361.2,-339.5
393.400,-361.6,-339.4
393.500,-361.7,-339.3
393.600,-361.9,-339.4
393.700,-362.1,-339.9
393.800,-361.9,-339.4
393.900,-362.3,-339.4
394.000,-362.1,-339.2
394.100,-362.2,-339.2
394.200,-362.0,-339.4
394.300,-362.2,-339.4
394.400,-362.2,-339.3
394.500,-362.0,-339.6
394.600,-362.2,-339.0
394.700,-362.2,-339.4
394.800,-362.3,-339.3
394.900,-362.1,-339.5
395.000,-362.1,-339.3
395.100,-362.2,-339.4
395.200,-362.1,-339.5
395.300,-362.2,-339.2
395.400,-362.1,-339.3
395.500,-362.2,-339.5
395.600,-362.4,-339.5
395.700,-362.2,-339.3
395.800,-362.2,-338.6
395.900,-362.3,-339.3
396.000,-362.1,-339.2
396.100,-362.2,-339.2
396.200,-362.3,-339.6
396.300,-362.2,-339.1
396.400,-362.4,-339.2
396.500,-362.0,-339.5
396.600,-362.1,-339.6
396.700,-361.9,-339.3
396.800,-362.1,-339.5
396.900,-362.1,-339.4
397.000,-362.2,-339.5
397.100,-362.3,-338.6
397.200,-362.1,-339.4
397.300,-362.3,-339.4
397.400,-362.1,-339.6
397.500,-362.3,-339.0
397.600,-362.1,-339.5
397.700,-362.2,-339.6
397.800,-362.1,-339.4
397.900,-362.2,-339.2
398.000,-362.1,-339.7
398.100,-362.3,-339.4
398.200,-362.0,-339.3
398.300,-362.1,-339.4
398.400,-362.1,-339.6
398.500,-362.2,-339.4
398.600,-362.1,-339.4
398.700,-362.2,-339.6
398.800,-362.1,-339.2
398.900,-362.1,-339.5
399.000,-362.3,-339.6
399.100,-362.0,-339.8
399.200,-362.0,-339.6
399.300,-362.1,-339.6
399.400,-362.1,-339.3
399.500,-362.3,-339.6
399.600,-362.0,-339.5
399.700,-362.1,-339.4
399.800,-362.2,-340.0
399.900,-362.2,-339.8
400.000,-362.0,-339.4
400.100,-362.2,-340.1
400.200,-362.2,-339.5
400.300,-361.9,-339.7
400.400,-362.2,-339.6
400.500,-362.3,-339.2
400.600,-362.0,-339.6
400.700,-362.1,-339.5
400.800,-362.0,-339.9
400.900,-362.0,-339.8
401.000,-361.9,-339.7
401.100,-362.0,-339.9
401.200,-361.9,-339.7
401.300,-362.0,-339.8
401.400,-361.8,-339.6
401.500,-362.0,-339.9
401.600,-361.9,-339.7
401.700,-361.9,-339.6
401.800,-362.0,-339.7
401.900,-361.9,-340.1
402.000,-361.8,-340.1
402.100,-361.9,-340.1
402.200,-361.8,-340.3
402.300,-361.7,-340.1
402.400,-361.8,-340.3
402.500,-361.8,-340.5
402.600,-361.9,-340.3
402.700,-361.7,-340.2
402.800,-361.7,-340.6
402.900,-361.8,-340.4
403.000,-361.7,-340.4
403.100,-361.9,-340.4
403.200,-361.9,-340.5
403.300,-361.6,-340.4
403.400,-361.6,-340.5
403.500,-361.7,-340.3
403.600,-361.7,-340.8
403.700,-361.5,-340.2
403.800,-361.5,-340.4
403.900,-361.7,-340.4
404.000,-361.4,-340.3
404.100,-361.2,-340.5
404.200,-361.5,-340.7
404.300,-361.7,-340.2
404.400,-361.6,-340.4
404.500,-361.9,-340.5
404.600,-361.7,-340.4
404.700,-361.6,-340.6
404.800,-362.0,-340.4
404.900,-361.7,-340.3
405.000,-361.8,-340.3
405.100,-361.8,-340.3
405.200,-361.6,-340.6
405.300,-362.0,-340.4
405.400,-361.8,-340.4
405.500,-361.8,-340.4
405.600,-361.8,-340.3
405.700,-361.7,-340.7
405.800,-361.6,-340.6
405.900,-361.7,-340.3
406.000,-361.8,-340.7
406.100,-361.8,-340.6
406.200,-361.7,-340.5
406.300,-361.9,-340.5
406.400,-361.9,-340.4
406.500,-361.9,-340.3
406.600,-361.8,-340.5
406.700,-361.7,-340.7
406.800,-361.8,-340.4
406.900,-362.0,-340.6
407.000,-361.8,-340.3
407.100,-361.9,-340.6
407.200,-361.9,-340.5
407.300,-361.7,-340.4
407.400,-361.9,-340.6
407.500,-362.0,-340.5
407.600,-361.9,-340.4
407.700,-362.0,-340.3
407.800,-361.8,-340.8
407.900,-361.7,-340.5
408.000,-361.8,-340.6
408.100,-361.9,-340.6
408.200,-361.9,-340.2
408.300,-361.8,-340.7
408.400,-361.7,-340.5
408.500,-361.8,-340.7
408.600,-361.7,-340.4
408.700,-362.0,-340.7
408.800,-361.7,-340.6
408.900,-361.8,-340.4
409.000,-362.0,-340.5
409.100,-361.8,-340.5
409.200,-361.7,-340.5
409.300,-361.7,-340.6
409.400,-361.8,-340.5
409.500,-361.8,-340.5
409.600,-361.7,-340.6
409.700,-361.7,-340.7
409.800,-361.7,-340.4
409.900,-361.8,-340.5
410.000,-361.8,-340.6
410.100,-361.7,-340.8
410.200,-361.9,-340.6
410.300,-361.8,-340.6
410.400,-361.9,-340.5
410.500,-361.8,-340.7
410.600,-361.8,-340.6
410.700,-361.9,-340.7
410.800,-361.8,-340.7
410.900,-361.8,-340.5
411.000,-361.7,-340.6
411.100,-361.8,-340.4
411.200,-362.0,-340.4
411.300,-361.7,-340.6
411.400,-361.9,-340.8
411.500,-361.7,-340.5
411.600,-361.9,-340.6
411.700,-361.7,-340.7
411.800,-361.9,-340.5
411.900,-361.9,-340.7
412.000,-361.8,-340.6
412.100,-361.8,-340.8
412.200,-362.0,-340.8
412.300,-361.7,-340.4
412.400,-361.8,-340.7
412.500,-361.8,-340.7
412.600,-361.9,-340.5
412.700,-362.0,-340.5
412.800,-361.9,-340.7
412.900,-361.7,-340.6
413.000,-362.0,-340.8
413.100,-361.8,-340.7
413.200,-361.7,-340.7
413.300,-362.2,-340.5
413.400,-362.0,-340.8
413.500,-361.8,-340.7
413.600,-361.8,-340.6
413.700,-361.9,-340.7
413.800,-362.0,-340.4
413.900,-362.0,-340.6
414.000,-361.9,-340.5
414.100,-361.8,-341.1
414.200,-361.9,-341.1
414.300,-361.8,-341.1
414.400,-361.8,-341.3
414.500,-362.0,-341.2
414.600,-361.8,-341.1
414.700,-361.8,-341.3
414.800,-362.1,-341.2
414.900,-361.9,-341.2
415.000,-361.9,-341.3
415.100,-361.8,-341.2
415.200,-361.8,-341.2
415.300,-361.8,-341.2
415.400,-361.8,-341.4
415.500,-361.9,-341.2
415.600,-361.9,-341.2
415.700,-361.9,-341.0
415.800,-361.9,-341.3
415.900,-361.9,-341.1
416.000,-362.0,-341.2
416.100,-362.1,-341.1
416.200,-361.7,-341.2
416.300,-361.8,-341.2
416.400,-361.9,-341.4
416.500,-361.9,-341.5
416.600,-362.0,-341.2
416.700,-362.0,-341.3
416.800,-361.8,-341.2
416.900,-361.9,-341.0
417.000,-361.8,-341.2
417.100,-362.2,-341.5
417.200,-361.9,-341.3
417.300,-361.9,-341.2
417.400,-362.1,-341.1
417.500,-362.0,-341.1
417.600,-361.8,-341.3
417.700,-361.9,-340.7
417.800,-361.9,-341.0
417.900,-361.9,-341.1
418.000,-361.9,-341.3
418.100,-362.0,-341.4
418.200,-361.9,-341.1
418.300,-361.9,-341.3
418.400,-362.0,-341.3
418.500,-361.9,-341.3
418.600,-361.9,-341.3
418.700,-362.0,-341.4
418.800,-362.1,-341.1
418.900,-362.0,-341.2
419.000,-362.0,-341.4
419.100,-362.2,-341.2
419.200,-361.9,-341.2
419.300,-361.9,-341.1
419.400,-361.9,-341.5
419.500,-362.0,-341.3
419.600,-362.1,-341.1
419.700,-361.8,-341.3
419.800,-362.0,-341.5
419.900,-362.2,-341.3
420.000,-362.0,-341.3
420.100,-362.1,-341.3
420.200,-361.9,-341.3
420.300,-361.9,-341.4
420.400,-362.1,-341.3
420.500,-361.9,-341.2
420.600,-361.9,-341.1
420.700,-361.9,-341.5
420.800,-362.0,-341.4
420.900,-362.1,-341.4
421.000,-362.1,-341.3
421.100,-362.0,-341.3
421.200,-361.9,-341.5
421.300,-361.9,-341.1
421.400,-362.0,-341.5
421.500,-362.0,-341.2
421.600,-362.0,-341.4
421.700,-362.0,-341.4
421.800,-362.1,-341.3
421.900,-362.0,-341.3
422.000,-361.9,-341.4
422.100,-362.0,-341.4
422.200,-362.0,-341.4
422.300,-362.1,-341.1
422.400,-362.1,-341.2
422.500,-362.1,-341.3
422.600,-362.2,-341.3
422.700,-361.9,-341.3
422.800,-362.1,-341.5
422.900,-362.0,-341.2
423.000,-361.8,-341.5
423.100,-361.8,-341.4
423.200,-362.0,-341.0
423.300,-361.9,-341.5
423.400,-361.9,-341.5
423.500,-362.1,-341.2
423.600,-362.1,-341.4
423.700,-362.0,-341.5
423.800,-362.0,-341.5
423.900,-362.1,-341.5
424.000,-362.0,-341.5
424.100,-361.9,-341.2
424.200,-362.0,-341.2
424.300,-361.9,-341.4
424.400,-361.9,-341.5
424.500,-361.8,-341.1
424.600,-361.9,-341.7
424.700,-362.0,-341.4
424.800,-361.9,-341.6
424.900,-361.9,-341.7
425.000,-361.9,-341.4
425.100,-362.0,-341.4
425.200,-361.9,-341.6
425.300,-361.9,-341.1
425.400,-362.0,-341.4
425.500,-361.8,-341.5
425.600,-361.8,-341.5
425.700,-361.9,-341.4
425.800,-361.8,-341.4
425.900,-362.0,-341.5
426.000,-362.0,-341.5
426.100,-361.9,-341.6
426.200,-361.8,-341.4
426.300,-361.8,-341.4
426.400,-361.7,-341.3
426.500,-361.9,-341.5
426.600,-361.8,-341.5
426.700,-361.7,-341.5
426.800,-361.8,-341.7
426.900,-361.8,-341.3
427.000,-361.7,-341.7
427.100,-361.9,-341.4
427.200,-361.9,-341.6
427.300,-361.7,-341.4
427.400,-361.8,-341.4
427.500,-361.8,-341.4
427.600,-361.7,-341.6
427.700,-361.8,-341.5
427.800,-361.7,-341.6
427.900,-361.7,-341.6
428.000,-361.7,-341.6
428.100,-361.8,-341.4
428.200,-361.7,-341.4
428.300,-361.8,-341.6
428.400,-361.8,-341.7
428.500,-361.7,-341.5
428.600,-361.7,-341.5
428.700,-361.6,-341.4
428.800,-361.7,-341.4
428.900,-361.7,-341.6
429.000,-361.8,-341.6
429.100,-361.7,-341.5
429.200,-361.7,-341.8
429.300,-361.6,-341.5
429.400,-361.6,-341.6
429.500,-361.6,-341.8
429.600,-361.8,-341.5
429.700,-361.7,-341.4
429.800,-361.5,-341.5
429.900,-361.7,-341.6
430.000,-361.4,-341.6
430.100,-361.4,-341.6
430.200,-361.5,-341.6
430.300,-361.6,-341.5
430.400,-361.6,-341.5
430.500,-361.7,-341.8
430.600,-361.7,-341.5
430.700,-361.7,-341.6
430.800,-361.7,-341.6
430.900,-361.7,-341.6
431.000,-361.7,-341.7
431.100,-361.7,-341.6
431.200,-361.7,-341.6
431.300,-361.7,-341.7
431.400,-361.7,-341.5
431.500,-361.8,-341.5
431.600,-361.7,-341.3
431.700,-361.8,-341.5
431.800,-361.7,-341.7
431.900,-361.6,-341.6
432.000,-361.7,-341.8
432.100,-361.7,-341.7
432.200,-361.7,-341.6
432.300,-361.8,-341.5
432.400,-361.9,-341.5
432.500,-361.8,-341.5
432.600,-361.8,-341.6
432.700,-362.0,-341.5
432.800,-361.7,-341.4
432.900,-361.8,-341.8
433.000,-361.8,-341.3
433.100,-361.9,-341.5
433.200,-361.9,-341.5
433.300,-361.9,-341.5
433.400,-361.8,-341.8
433.500,-362.0,-341.4
433.600,-361.9,-342.0
433.700,-362.0,-341.7
433.800,-362.0,-341.5
433.900,-361.9,-341.6
434.000,-362.0,-341.7
434.100,-362.0,-341.4
434.200,-362.1,-341.5
434.300,-362.0,-341.6
434.400,-362.2,-341.5
434.500,-362.1,-341.4
434.600,-362.0,-341.8
434.700,-362.0,-341.7
434.800,-362.0,-341.6
434.900,-362.2,-341.5
435.000,-362.1,-341.4
435.100,-362.1,-341.5
435.200,-362.0,-341.5
435.300,-362.0,-341.7
435.400,-362.2,-341.4
435.500,-362.0,-341.6
435.600,-361.9,-341.6
435.700,-362.0,-341.5
435.800,-362.0,-342.1
435.900,-362.1,-342.2
436.000,-361.9,-342.1
436.100,-362.2,-341.7
436.200,-362.0,-341.5
436.300,-362.1,-341.8
436.400,-362.0,-341.8
436.500,-362.3,-341.4
436.600,-362.0,-341.8
436.700,-362.1,-341.2
436.800,-362.2,-341.5
436.900,-362.1,-341.6
437.000,-362.1,-341.8
437.100,-361.9,-341.5
437.200,-362.0,-341.5
437.300,-362.2,-341.4
437.400,-362.2,-341.7
437.500,-362.1,-341.6
437.600,-362.0,-341.4
437.700,-362.2,-341.5
437.800,-362.2,-341.6
437.900,-362.2,-341.4
438.000,-362.2,-341.6
438.100,-361.9,-341.7
438.200,-362.1,-341.5
438.300,-362.2,-341.6
438.400,-362.1,-341.6
438.500,-362.2,-341.4
438.600,-362.2,-341.8
438.700,-362.1,-341.4
438.800,-362.1,-341.9
438.900,-362.2,-341.6
439.000,-362.0,-341.5
439.100,-362.2,-341.5
439.200,-362.2,-341.7
439.300,-362.1,-341.5
439.400,-361.9,-341.6
439.500,-362.2,-341.6
439.600,-362.1,-341.6
439.700,-362.0,-341.4
439.800,-362.1,-341.8
439.900,-362.1,-341.5
440.000,-362.1,-341.6
440.100,-362.1,-341.6
440.200,-362.3,-341.4
440.300,-362.1,-341.7
440.400,-362.3,-341.7
440.500,-362.1,-341.7
440.600,-362.2,-341.6
440.700,-362.1,-341.5
440.800,-362.1,-341.8
440.900,-362.1,-341.5
441.000,-362.1,-341.8
441.100,-362.1,-341.7
441.200,-362.1,-341.8
441.300,-362.1,-341.6
441.400,-362.1,-341.4
441.500,-362.1,-341.6
441.600,-362.0,-341.7
441.700,-362.0,-341.5
441.800,-362.1,-341.6
441.900,-362.1,-341.7
442.000,-362.0,-341.5
442.100,-362.2,-341.5
442.200,-362.0,-341.7
442.300,-362.3,-341.5
442.400,-362.1,-341.4
442.500,-362.0,-341.6
442.600,-362.1,-341.5
442.700,-362.1,-341.8
