frame_number,time_seconds,foam_area_pixels,total_area_pixels,foam_percentage,beer_area_pixels,beer_percentage,foam_to_beer_ratio
216,7.208284518828452,268282,378225,70.93185273316148,109943,29.068147266838523,2.4401917357175993
217,7.241656206415621,268210,378225,70.91281644523762,110015,29.087183554762376,2.4379402808707904
218,7.27502789400279,267718,378225,70.7827351444246,110507,29.217264855575387,2.4226338602984425
219,7.308399581589958,267893,378225,70.8290038997951,110332,29.170996100204903,2.4280625747743176
220,7.341771269177127,267312,378225,70.6753916319651,110913,29.324608368034898,2.410105217602986
221,7.375142956764296,267112,378225,70.62251305439884,111113,29.377486945601163,2.4039671325587464
222,7.408514644351465,266998,378225,70.59237226518607,111227,29.407627734813936,2.4004783011319195
223,7.441886331938633,266509,378225,70.46308414303655,111716,29.536915856963446,2.3855938272046977
224,7.4752580195258025,266140,378225,70.36552316742679,112085,29.634476832573203,2.3744479635990543
225,7.508629707112971,266189,378225,70.37847841893054,112036,29.62152158106947,2.375923810203863
226,7.54200139470014,265820,378225,70.28091744332077,112405,29.719082556679226,2.3648414216449445
227,7.575373082287308,265812,378225,70.27880230021812,112413,29.721197699781875,2.364601958848176
228,7.608744769874478,265382,378225,70.16511335845065,112843,29.83488664154934,2.351780792782893
229,7.642116457461646,265333,378225,70.15215810694693,112892,29.84784189305308,2.3503259752683983
230,7.675488145048814,265050,378225,70.07733491969066,113175,29.92266508030934,2.341948310139165
231,7.708859832635984,265137,378225,70.10033710093198,113088,29.899662899068012,2.344519312393888
232,7.742231520223152,264591,378225,69.95597858417608,113634,30.044021415823913,2.3284492317440204
233,7.775603207810321,264524,378225,69.93826426069138,113701,30.061735739308617,2.3264878936860716
234,7.80897489539749,264180,378225,69.84731310727742,114045,30.152686892722585,2.316454031303433
235,7.842346582984659,263852,378225,69.76059224006875,114373,30.239407759931257,2.3069430722285853
236,7.875718270571827,263329,378225,69.62231475973296,114896,30.377685240267038,2.291890057095112
237,7.909089958158996,263266,378225,69.60565800779959,114959,30.394341992200406,2.2900860306718047
238,7.942461645746165,262815,378225,69.48641681538767,115410,30.513583184612337,2.277229009617884
239,7.975833333333334,262902,378225,69.509418996629,115323,30.49058100337101,2.2797013605265213
240,8.009205020920502,262362,378225,69.36664683720008,115863,30.63335316279992,2.264415732373579
241,8.04257670850767,262452,378225,69.39044219710489,115773,30.609557802895104,2.2669534347386695
242,8.075948396094839,262281,378225,69.34523101328574,115944,30.65476898671426,2.262135168702132
243,8.10932008368201,262290,378225,69.34761054927623,115935,30.652389450723778,2.2623884072971925
244,8.142691771269178,261524,378225,69.14508559719744,116701,30.854914402802564,2.2409747988449116
245,8.176063458856346,261878,378225,69.23868067948972,116347,30.761319320510278,2.250835861689601
246,8.209435146443514,261349,378225,69.09881684182696,116876,30.901183158173044,2.2361220438755605
247,8.242806834030684,261080,378225,69.02769515500033,117145,30.97230484499967,2.228690938580392
248,8.276178521617853,260746,378225,68.93938793046466,117479,31.06061206953533,2.2195115722810033
249,8.309550209205021,260427,378225,68.85504659924648,117798,31.144953400753522,2.2107930525136252
250,8.34292189679219,260194,378225,68.79344305638179,118031,31.206556943618217,2.2044547618845898
251,8.37629358437936,260040,378225,68.75272655165577,118185,31.247273448344238,2.2002792232516817
252,8.409665271966528,259454,378225,68.59779231938661,118771,31.402207680613394,2.1844894797551593
253,8.443036959553696,259361,378225,68.57320378081829,118864,31.426796219181703,2.1819979135819088
254,8.476408647140865,259115,378225,68.50816313041179,119110,31.49183686958821,2.1754260767357905
255,8.509780334728033,258693,378225,68.39658933174697,119532,31.603410668253023,2.1642154402168456
256,8.543152022315203,257875,378225,68.18031594950097,120350,31.819684050499042,2.1427087660988784
257,8.576523709902371,258498,378225,68.34503271861988,119727,31.65496728138013,2.159061865744569
258,8.60989539748954,258089,378225,68.23689602749687,120136,31.76310397250314,2.148306918825331
259,8.643267085076708,257527,378225,68.08830722453565,120698,31.91169277546434,2.1336476163648115
260,8.676638772663878,257388,378225,68.0515566131271,120837,31.948443386872892,2.130042950420815
261,8.710010460251047,256994,378225,67.94738581532157,121231,32.05261418467843,2.119870330196072
262,8.743382147838215,256624,378225,67.84956044682397,121601,32.15043955317602,2.1103773817649527
263,8.776753835425383,256740,378225,67.88023002181241,121485,32.119769978187584,2.113347326830473
264,8.810125523012553,256245,378225,67.7493555423359,121980,32.25064445766409,2.1007132316773243
265,8.843497210599722,255970,378225,67.67664749818229,122255,32.3233525018177,2.093738497402969
266,8.87686889818689,255693,378225,67.60341066825303,122532,32.39658933174698,2.086744687102145
267,8.910240585774059,255378,378225,67.52012690858616,122847,32.47987309141384,2.078829763852597
268,8.943612273361227,255308,378225,67.50161940643797,122917,32.49838059356203,2.0770764011487426
269,8.976983960948397,255113,378225,67.45006279331086,123112,32.54993720668914,2.072202547274027
270,9.010355648535565,255110,378225,67.44926961464736,123115,32.55073038535264,2.0721276854972994
271,9.043727336122734,254691,378225,67.33848899464604,123534,32.66151100535396,2.061707707999417
272,9.077099023709902,254567,378225,67.30570427655496,123658,32.69429572344504,2.058637532549451
273,9.110470711297072,254321,378225,67.24066362614846,123904,32.759336373851546,2.052564888946281
274,9.14384239888424,253822,378225,67.10873157512063,124403,32.89126842487937,2.0403205710473222
275,9.177214086471409,254232,378225,67.21713265913148,123993,32.782867340868535,2.0503738114248384
276,9.210585774058577,253817,378225,67.10740961068147,124408,32.89259038931853,2.0401983795254326
277,9.243957461645747,253775,378225,67.09630510939256,124450,32.90369489060744,2.039172358376858
278,9.277329149232916,254159,378225,67.19783197831978,124066,32.80216802168022,2.04857898215466
279,9.310700836820084,253857,378225,67.11798532619473,124368,32.88201467380528,2.041176186800463
280,9.344072524407252,253525,378225,67.03020688743473,124700,32.96979311256527,2.0330793905372895
281,9.37744421199442,254089,378225,67.17932447617159,124136,32.820675523828406,2.046859895598376
282,9.410815899581591,253932,378225,67.13781479278207,124293,32.86218520721793,2.043011271753035
283,9.44418758716876,253951,378225,67.14283825765087,124274,32.857161742349135,2.0434765115792524
284,9.477559274755928,253634,378225,67.05902571220834,124591,32.94097428779166,2.0357329181080495
285,9.510930962343096,253622,378225,67.05585299755437,124603,32.94414700244563,2.0354405592160703
286,9.544302649930266,253563,378225,67.04025381717231,124662,32.95974618282768,2.0340039466718007
287,9.577674337517434,253917,378225,67.13384889946461,124308,32.8661511005354,2.0426440776136694
288,9.611046025104603,252877,378225,66.85888029612003,125348,33.141119703879966,2.0173995596260013
289,9.644417712691771,252250,378225,66.6931059554498,125975,33.3068940445502,2.00238142488589
290,9.67778940027894,252372,378225,66.72536188776522,125853,33.27463811223478,2.0052918881552286
291,9.71116108786611,251779,378225,66.56857690528125,126446,33.43142309471875,1.9911978235768628
292,9.744532775453278,251188,378225,66.41232070857293,127037,33.58767929142706,1.9772822091201776
293,9.777904463040446,250956,378225,66.35098155859608,127269,33.649018441403925,1.9718548900360653
294,9.811276150627615,250266,378225,66.16855046599245,127959,33.83144953400753,1.9558296016692847
295,9.844647838214785,249521,378225,65.97157776455813,128704,34.028422235441866,1.9387198533068126
296,9.878019525801953,249557,378225,65.98109590852006,128668,34.01890409147994,1.9395420772841732
297,9.911391213389122,249116,378225,65.86449864498644,129109,34.135501355013545,1.9295014290250874
298,9.94476290097629,248524,378225,65.70797805539031,129701,34.292021944609694,1.9161301763286327
299,9.97813458856346,248449,378225,65.68814858880296,129776,34.31185141119704,1.9144448896560227
300,10.011506276150628,247998,378225,65.56890739639104,130227,34.43109260360897,1.904351632150015
301,10.044877963737797,247616,378225,65.46790931323947,130609,34.532090686760526,1.895857100199833
302,10.078249651324965,247451,378225,65.42428448674731,130774,34.57571551325269,1.8922033431721903
303,10.111621338912133,247052,378225,65.31879172450262,131173,34.68120827549739,1.883405883832801
304,10.144993026499304,246466,378225,65.16385749223346,131759,34.836142507766546,1.8705818957338778
305,10.178364714086472,246655,378225,65.21382774803358,131570,34.78617225196643,1.8747054799726381
306,10.21173640167364,246028,378225,65.04805340736334,132197,34.95194659263666,1.8610709774049334
307,10.245108089260809,245620,378225,64.94018110912818,132605,35.05981889087184,1.8522680140266203
308,10.278479776847979,245089,378225,64.79978848568973,133136,35.20021151431026,1.840892020189881
309,10.311851464435147,245073,378225,64.79555819948443,133152,35.20444180051557,1.84055064888248
310,10.345223152022315,244843,378225,64.73474783528323,133382,35.26525216471677,1.8356524868423025
311,10.378594839609484,244678,378225,64.69112300879107,133547,35.30887699120894,1.832148981257535
